Nazwisko aktualne,Liczba
DAGBA,2
DAĞDAL,2
DAĞDAŞ,2
DAGDE,2
DAĞDEVIREN,2
DAĞDEVİREN,2
DAGHSNI,2
DAGLAR,2
DAĞLIYAN,2
DAGMI,2
DAGNALL,2
D'AGNANO,2
DAGNEW,2
D'AGNOLO,2
DAGTEKIN,2
DAĞTEKİN,2
DAGUERRE DE DIVITIIS,2
DAGUMAS,2
DAGUPLO,2
DAHA,2
DAHA ALFAROUK,2
DAHAMNI,2
DAHANI,2
DAHARI,2
DAHBI,2
DAHELISHVILI,2
DAHIRI,2
DAHLBERG,2
DAHLEM,2
DÄHLER,2
DAHLI,2
DAHLIG,2
DAHMOUNI,2
DAHN,2
DÄHN,2
DAHUREVICH,2
DAIBER-GAWENDA,2
DAIBOV,2
DAICHENKO,2
DAICHES,2
DAIGNEAU,2
DAIK,2
DAIKHES,2
DAILIDAU,2
DAIMA,2
DAINA,2
DAINSCZYK,2
DAINTON,2
DAINTY,2
DAIRABAYEV,2
DAIRABEKOV,2
DAIRAU,2
DAIREAUX,2
DAIROV,2
DAIT,2
DAITCH,2
DAIUK,2
DAIYRBEK UULU,2
DAIYRBEKOV,2
DAIZIS,2
DAJA,2
DAJBEL,2
DAJBOR,2
DAJBÓG,2
DAJCH,2
DAJLANI,2
DAJLIDZIONEK,2
DAJNA,2
DAJNOW,2
DAJSZCZYK,2
DAKELIN,2
DAKESHEV,2
DAKHEEL,2
DAKHLAOUI,2
DAKHLOUL,2
DAKHNEVYCH,2
DAKHYM,2
DAKLI,2
DAKNOU,2
ÐAKOVIĆ,2
DAKOW,2
DAKOWITZ,2
DAKUCKI,2
DAKUKA,2
DAKUTSKO,2
DAKWAR,2
DAKYCH,2
DAL FORNO,2
DAL SACCO,2
DAL VECCHIO,2
DALABEI,2
DALAEV,2
DALAKMANOV,2
DALAKOS,2
DALAKYAN,2
DALANAU,2
DALANI,2
DALAOUS,2
DALAR,2
DALAS,2
DALATI,2
DALAWAMPU,2
DALBERG,2
DALBERT,2
D'ALBERTO,2
DALBIAK-PACHOŁ,2
DALBILIN,2
DALEIBOV,2
DALENKIEWICZ,2
DALGAKIRAN,2
DALGAL,2
DALǦIÇ,2
DALḠIÇ,2
DALĞIN,2
DALGLIESH,2
DALHANAU,2
DALHOVICH,2
DALI MARYOUSH,2
DALIĆ,2
DALIEV,2
DALIL,2
DALIL KHIRAT,2
DALILEH,2
DALIM,2
DALIMOV,2
DALIN,2
DALINCHYK,2
DALINIAN,2
DALINO,2
DALIOT,2
DALIVSKYI,2
DALKAN,2
DALLA COSTA,2
DALLA SANTA,2
DALLA VECCHIA,2
DALLA VILLA,2
DALLAGO,2
DALLAKU,2
DALLAMORE,2
DALLARI,2
DALLERA,2
DALLIMER,2
DALLMAJER,2
DALLOO,2
DALLOZ,2
DALLY,2
DALMASSO,2
DALMATAU,2
DALNICHENKA,2
DALOGLANYAN,2
DALOKYI,2
DALSKYI,2
DALTĂ,2
DALTABAN,2
DALTI,2
DALUJA,2
DALUMPINES,2
DALUTSKYI,2
DALZHEUSKI,2
DAŁEK-TUREK,2
DAMAKUR,2
DAMANAU,2
DAMANKOU,2
DAMANN,2
D'AMARIO,2
DAMAROD,2
DAMAȘCAN,2
DAMASE,2
DAMASHEUSKI,2
DAMASIK,2
DAMASO,2
DAMASOT,2
DAMASZEK-STEBEL,2
DAMATOV,2
DAMBRINE,2
DAMBRYN,2
DAMDINSUREN,2
DAME,2
DAMEH,2
DAMENIKOUSKI,2
DAMES,2
DAMFELD,2
DAMI,2
DAMIANIUK,2
DAMIJONAITIS,2
DAMINHER,2
DAMIRBEK UULU,2
DAMIRBEKOV,2
DAMIRCHIYEV,2
DAMIRLI,2
DAMJANOVSKI,2
DAMJANOWSKI,2
DAMKE,2
DAMMANN,2
DAMMARPAL,2
DAMMERY,2
DAMMEYER,2
DAMMICCO,2
DAMMRATH,2
DAMNIC,2
DAMOPOLII,2
DAMOR,2
DAMOVSKI,2
DAMPC-POTRYKUS,2
DÄMPFLE,2
DAMPURI,2
DAMRATH-MARNIKOWSKI,2
DAMSE,2
DAMSLETH-FRONTCZAK,2
DAMSZEWICZ,2
DAMTI,2
DAMTIE,2
DAMULEVIČIUS,2
DAMURI,2
DAMZHONAK,2
DAŇA,2
DANAO,2
DANAPANA,2
DANCASTER,2
DANCHUKOU,2
DANCHUL,2
DANCHYLO,2
DANCIGER,2
DANČÍK,2
DANCKIER,2
DANCO,2
D'ANCONA,2
DANCZAK,2
DANCZOWSKI,2
DANCZUK,2
DANDI,2
DANDIL,2
DANDOY,2
DANDUGULA,2
DANE,2
DANEBERGS,2
DANEIKO,2
DANELCHUK,2
DANELCHYK,2
DANELCIUC,2
DANELCZUK,2
DANELEIKO,2
DANELIANI,2
DANELIIA,2
DANELINCK,2
DANELL,2
DANENHAUER,2
DANERI,2
DANESHCHYK,2
ĐĂNG,2
ÐẬNG,2
DANG DINH,2
DANG TAI,2
DANG THANH,2
DANG THI,2
ÐẶNG TRẦN,2
DANG TRONG,2
DANGE,2
D'ANGELI,2
DANGIEL,2
DANGREAUX,2
DAŇHEL,2
DANHULZHI,2
DANIAIEV,2
DANIBELE,2
DANIČIĆ,2
DANIELEWSKI-DANIELEWICZ,2
D'ANIELLO,2
DANIELLY,2
DANÍELSSON,2
DANIELZIK,2
DANIGIER,2
DANIIALOV,2
DANIIAR UULU,2
DANIIL,2
DANIILIDIS,2
DANILCENCO,2
DANILCEV,2
DANILCHEV,2
DANILCHICK,2
DANILCHIK,2
DANILCZUK-PINTERA,2
DANILEICHENKO,2
DANILEIKA,2
DANILEJKO,2
DANILETS,2
DANILICHEV,2
DANILIEV,2
DANILIEVSKYI,2
DANILIK,2
DANILISHIN,2
DANILKEVYCH,2
DANILKO,2
DANILOVSKYY,2
DANILTSEV,2
DANILUK VEL DANIŁOW,2
DANILYUK,2
DANIMAHOMEDOV,2
DANISEVICH,2
DANIUCHENKO,2
DANIUN-PODUCH,2
DANIYELIAN,2
DANIYELYAN,2
DANJI,2
DANJUMA-SAULAWA,2
DANKANICH,2
DANKANYCH-PRZYBYŁ,2
DANKIVSKYI,2
DANKNER,2
DANKOWICZ,2
DANNIKOV,2
DAÑO,2
DANOI,2
DANOWSKI-TOMCZYK,2
DANOWSKI-ŹDZIEBŁO,2
DANQUAH,2
DANSCH,2
DANSHIN,2
DANSIK,2
DANSON,2
DANTAS,2
DANTAS MOLITOR,2
DANTE,2
DANTI,2
DANTINNE,2
D'ANTUONO,2
DANTUS DRYJANSKY,2
DANTVED,2
DANTZ,2
DANUKALOV,2
DANUL,2
DANULL,2
DANUSHI,2
DANUSZEWSKI,2
DANYI,2
DANYLCZENKO,2
DANYLYSHEN,2
DANYŁEĆ,2
DANYŁOW,2
DANYVKO,2
DANZEISEN,2
DANZON,2
DAŃCZ,2
DAŃSZEN,2
ÐÀO ÐỨC,2
DAO LIEN,2
DAO QUANG,2
ÐÀO QUỐC,2
DAO TRONG,2
DAO VAN,2
ÐÀO VĂN,2
DAO-DINH,2
DAOUST,2
DAPDAP,2
DAPERA,2
DAPINGUENTE,2
D'APOLLONIO,2
D'APRILE,2
DAPUETO SAVISKI,2
DAQUIOAG,2
DAR SANTOS,2
DARABANT,2
DARAFSHI,2
DARAGAKUPEC,2
DARAGENLI,2
DARAGHMA,2
DARAHA,2
DARAHONKA,2
DARAIWI,2
DARAKCHIEV,2
DARAMUS,2
DARANCZUK,2
DARANG,2
DARANI,2
DARANTINAO,2
DARANUTSA,2
DARANZHYU,2
DARAOUI,2
DARASZKA,2
DARASZ-MÓL,2
DARAUKO,2
DARAZHYLAU,2
DARAZHYNSKI,2
DARBAN,2
DARBAR,2
DARBELLAY,2
DARBUASHVILI,2
DARBYSHIRE,2
DARCHASHVILI,2
D'ARCHE,2
DARCHEV,2
DARCHINYAN,2
DARCHYN,2
D'ARCO,2
DARCZYNIEC,2
DARDAEV,2
DARDA-LEDZION,2
DARDZINSKI,2
DARECKY,2
DAREKAR,2
DARENDELİ,2
DARENSKYKH,2
DARESHKA,2
DARGACZ-ZBARASZ,2
DARHAN,2
DARHANOV,2
DARHEIKO,2
DARHEVYCH,2
DARHIL,2
DARIANICZ,2
DARIBAYEV,2
DARIENKO,2
D'ARIENZO,2
DARIIEVSKYI,2
DARIJ,2
DARILMAZ,2
DARIMONT,2
DARISIRO,2
DARIU,2
DARIUS,2
DARIYENKO,2
DARKHANULY,2
DARKIEWICZ-MONIUSZKO,2
DARKOV,2
DARKWAH,2
DARLAMI MAGAR,2
DARLAMI THAPA,2
DARLEY,2
DARŁOWICZ,2
DARMAEV,2
DARMANA,2
DARMANIAN,2
DARMANOV,2
DARMANTO,2
DARMEJKO,2
DARMOIAN,2
DARMOKHID,2
DARMORYS,2
DARMSTATTER,2
DARNIEWSKI,2
DARNOWSKI-DASCHKE,2
DAROINI,2
DARONDA,2
DAROVSKYKH,2
DARRAJI,2
DARRAS,2
DARRAZ,2
DARRÉ,2
DARROCH,2
DARROT,2
DARSHAN,2
DARSKI-WALKUSZ,2
DARSZON LOPEZ,2
DART,2
DARTNELL,2
DARTOIS,2
DARTSMELIA,2
DARUGA,2
DARUHA,2
DARUN,2
DARUNOU,2
DARUŞIN,2
DARUZHYNSKI,2
DARVARU,2
DARVELL,2
DARVISHI,2
DARVOZIEV,2
DARWAJ,2
DARWEESH,2
DARWICHE,2
DARWICZ,2
DARWISCH,2
DARWOJEK,2
DARYANI,2
DARYANTO,2
DARYNSKYI,2
DARZI FRIEDMAN,2
DARZIYEV,2
DARZYŃSKI,2
DARŻYŃSKI,2
DASA,2
DASANAYAKA MUDIYANSELAGE,2
DASCĂL,2
DASCALIUC,2
DAŞCHEVICI,2
DASCHNER,2
DASDAN,2
DAŞDEMIR,2
DASEK,2
DASHAVSKYI,2
DASHCHYNSKYI,2
DASHDONDOG,2
DASHEVSKI,2
DASHI,2
DASHIN,2
DASHINIMAEV,2
DASHIV,2
DASHJA,2
DASHKEVYCH-SHKONDEIUK,2
DASHKIEIEV,2
DASHKOVETSKYI,2
DASHKOVSKYY,2
DASHNIKOV,2
DASHORST,2
DASHTI,2
DASHYNEVYCH,2
DASHYNSKYI,2
DASHZEVEG,2
DASIUKOU,2
DASIULIA,2
DASKALOV,2
DASKALUK,2
DAŠKEVIČ,2
DASKOUSKI,2
DASOVIĆ,2
DASPAN,2
DASSARMA,2
DASSELAAR,2
DASSEN,2
DASTANOV,2
DASTGIR,2
DASTUGUEZ,2
DASYUK,2
DASYUKEVICH,2
DASZCZECZKA,2
DASZKIEWICZ-PLESIAK,2
DATE,2
DATIIENKO,2
DATISHVILI,2
DATKEVICH,2
DATKIV,2
DATON,2
DATOR,2
DATSENYUK,2
DATSER,2
DATSEV,2
DATSKEVYCH,2
DATSUNYK,2
DATSYSHIN,2
DATTKO,2
DATUM MOSCAVITCH,2
DATUNISHVILI,2
DATUSANI,2
DATZ,2
DAUBE,2
DAUBERT,2
D'AUBERT,2
DAUBUR,2
DAUD,2
DAUDI,2
DAUDINOT,2
DAUDZWARD,2
DAUGELA,2
DAUHALEU,2
DAUHALIAVETS,2
DAUHALIONAK,2
DAUHANINETS,2
DAUHAPOL,2
DAUHAPOLY,2
DAUHASHEYA,2
DAUHAVECHNY,2
DAUHVILA,2
DAUKINTAS,2
DAUKRZEWICZ,2
DAUKŠA,2
DAULETBAYEV,2
DAULETSHYN,2
DAUNAROVICH,2
DAUNETSKAS,2
DAUPHIN,2
DAURENBEK,2
DAURENBEKOV,2
DAURI,2
DAUTANAC,2
DAUTSIAN,2
DAUZHANKOU,2
DAVAAJAV,2
DAVAASAMBUU,2
DAVAATSEREN,2
DAVAGDORJ,2
DAVAL,2
D'AVANZO,2
DAVARASHVYLI,2
DAVARCI,2
DAVARPANAH,2
DAVCHUK,2
DAVDA,2
DAVDGIRIDZE,2
DAVERDIN,2
DAVI',2
DAVÌ,2
DAVID BURGOS,2
DAVID LOPEZ,2
DAVID MANCO,2
DAVID ZELAZO,2
DAVIDE,2
DAVIDI,2
DAVIDJANS,2
DAVIDKEVYCH,2
DAVIDOFF,2
DAVIDOVITCH,2
DAVIDOWICZ,2
DAVIDRAJ,2
DAVIDYAN,2
DAVIDZIONAK,2
DÁVILA BOLAÑOS,2
DAVILA LOPEZ,2
DAVILA MONTERO,2
DAVILA SOTO,2
DAVILA VARGAS,2
DAVIM DE SOUSA,2
DAVIROV,2
DAVISVICH,2
DAVITIAN,2
DAVITLIDZE,2
DAVITYAN,2
DAVLATALIEV,2
DAVLATNAZAR,2
DAVLATSHOEV,2
DAVLATYOROV,2
DAVLETYAROV,2
DAVLIANIDZE,2
DAVLIEKANOV,2
DAVOD,2
DAVOUDI SARAGOLI,2
DAVOUST,2
DAVRAN UULU,2
DAVREN,2
DAVRESHIAN,2
DAVRISHEV,2
DAVRISHEVI,2
DAVRYSHEV,2
DAVS,2
DAVSEVIČ,2
DAVYBORSHCH,2
DAVYDOVSKY,2
DAVYDULIN,2
DAVYDYAK,2
DAVYDYCH,2
DAVYDZENAK,2
DAVYDZIUK,2
DAVYKOZA,2
DAWANI,2
DAWER,2
DAWGERT,2
DAWIDCZUK,2
DAWIDIUK-ROZALEW,2
DAWIDO,2
DAWIDOWSKI-LACHETA,2
DAWOD,2
DAWOUDI,2
DAWSIEWICZ,2
DAXON,2
DAYAKLI,2
DAYALAN,2
DAYANOV,2
DAYBOCH,2
DAYBOG,2
DAYET,2
DAYLAN,2
DAYNEKO,2
DAYOUB,2
DAYSAL,2
DAY-SŁYSZ,2
DAZA,2
DAZA DAZA,2
DAZA DIAZ,2
DAZA FONSECA,2
DAZA OVALLE,2
DAZA RODRIGUEZ,2
DAZIDENKO,2
DĄBICZAK,2
DĄBKO,2
DĄBKOWSKI-CHAMRYGA,2
DĄBKOWSKI-KHALIFAH,2
DĄBROWSKA,2
DĄBROWSKI DOS SANTOS,2
DĄBROWSKI KOWALCZYK,2
DĄBROWSKI-GU,2
DĄBROWSKI-JANOWICZ,2
DĄBROWSKI-PIEŚCIŃSKI,2
DĄBROWSKI-SADŁO,2
DĄBROWSKI-THING,2
DĄBROWSKI-TUMAŃSKI,2
DĄBROWSKI-WISZOWATY,2
DĄBROWSKI-ŻAK,2
DĄBROWSKI-ŻEGALSKI,2
DĄBRÓWKO,2
DĄBSKI-NERLICH,2
DĄDAJ,2
DĄZBASZ,2
DĄŻEWSKI,2
DBALIZ,2
DBAR,2
DBORKIN,2
D'COSTA,2
DE ' VILLE,2
DE ABREU MADEIRA,2
DE AGOSTINI-TUL,2
DE AGUIRRE,2
DE ALBUQUERQUE,2
DE ALBUQUERQUE SOUZA,2
DE ALMEIDA GRYNBERG,2
DE ALMEIDA LEWIN,2
DE ALMEIDA PRADO LUCINSKI,2
DE ALMEIDA SOUSA,2
DE ALVA,2
DE ALWIS,2
DE AMICIS,2
DE ANCA CUESTA,2
DE ANKERBURG-WAGNER,2
DE ANTONIO,2
DE AQUINO,2
DE AQUINO MENEZES,2
DE ARAUJO FREITAS,2
DE ARAUJO SANTOS,2
DE ARCO BENAVIDES,2
DE ARRIBA,2
DE ASCENSAO BERNACIAK,2
DE AUSTRIA,2
DE BARBIERI,2
DE BARRA,2
DE BARROS CANHA,2
DE BAZELAIRE DE RUPPIERRE,2
DE BELLIS,2
DE BERAIL,2
DE BIAZI GOLDBERG,2
DE BIENASSIS DE CAULUSON MAI,2
DE BISSCHOP,2
DE BLASI,2
DE BLIECK,2
DE BODMAN,2
DE BOER-PAWULSKI,2
DE BONIS,2
DE BONNEVAL,2
DE BOOM,2
DE BORJA,2
DE BORTOLI,2
DE BOULANGÉ,2
DE BOURBON,2
DE BRITO KOWALSKI,2
DE BROUWER,2
DE CAMPOS,2
DE CAMPOS PEGADO,2
DE CAPUA,2
DE CARO,2
DE CAROLIS,2
DE CARTON,2
DE CARVALHO BARBOSA,2
DE CARVALHO BUDNEY,2
DE CARVALHO FERREIRA,2
DE CARVALHO FRIEDMAN,2
DE CASTILHO,2
DE CASTRO ANDRADE,2
DE CASTRO BORGES,2
DE CASTRO VALOTA,2
DE CECCO,2
DE CET,2
DE CHELMINSKI HENRIQUEZ,2
DE CHERITON,2
DE CHIARA,2
DE CHIRICO,2
DE CICCIO,2
DE CILLIS,2
DE CLOEDT,2
DE COKERE,2
DE COL,2
DE CORDE,2
DE CORDÉ,2
DE CORI,2
DE COSTRES,2
DE COURTOIS D'ARCOLLIERES,2
DE CRAECKER,2
DE CRAEMER,2
DE CUNAE,2
DE DECKER,2
DE DECKER DE BRANDEKEN,2
DE DOBBELEER,2
DE DOMINICIS,2
DE DONCKER,2
DE DONDER,2
DE DUONNI,2
DE FARIA GÓRZYŃSKI,2
DE FARIA TAVARES RABE,2
DE FEIJTER,2
DE FEO,2
DE FIGUEIREDO,2
DE FLASSILIER,2
DE FORTEZA,2
DE FREITAS FISZMAN,2
DE FREITAS PEREIRA,2
DE FREITAS RODRIGUES,2
DE FREITAS RODRIGUES MENDES,2
DE GACHÉ,2
DE GASPARI,2
DE GEEST,2
DE GELNOW SZOKA,2
DE GENNARO,2
DE GENNARO GORCZYŃSKI,2
DE GEUS,2
DE GIORGIO,2
DE GOBBI,2
DE GODOI STEFANKOWSKI,2
DE GOMLEVSKY,2
DE GOURCUFF,2
DE GRAAFF,2
DE GRACE,2
DE GRAEVE,2
DE GROEN,2
DE GUDZIEMBA-GIEROWSKI,2
DE GYLDENFELDT,2
DE HAVILLAND,2
DE HERDT,2
DE HOOG,2
DE IESO,2
DE INES,2
DE JAKUSZ-GOSTOMSKI,2
DE JESUS LIMA,2
DE JONGHE,2
DE JOYA,2
DE JUAN,2
DE JUNIEN-SARNECKI,2
DE KEGEL,2
DE KLOET,2
DE KONINCK,2
DE KORTE,2
DE KUIJER,2
DE LA BARRERA MARTINEZ,2
DE LA CERNA,2
DE LA CHICA MORAL,2
DE LA CONCEPCION MORGADO,2
DE LA CRUZ DE LA ROSA,2
DE LA CRUZ GARCIA,2
DE LA CRUZ HERNANDEZ,2
DE LA CRUZ PÉREZ,2
DE LA CRUZ TORRES,2
DE LA FUENTE,2
DE LA FUENTE DE PABLO,2
DE LA FUENTE HERNANDEZ,2
DE LA HOUSSAYE,2
DE LA HOZ GUTIERREZ,2
DE LA HOZ MALDONADO,2
DE LA HOZ VIGGIANI,2
DE LA LUNA,2
DE LA MATTA MELENDEZ,2
DE LA OSSA URIETA,2
DE LA PAVA PADILLA,2
DE LA PEÑA BRUSKI,2
DE LA PEÑA KOŁODZIEJEK,2
DE LA POME'LIE,2
DE LA RIE,2
DE LA ROSA RUIZ,2
DE LA TORRE MAZUR,2
DE LA TORRE-ORIVE,2
DE LA TORRE-WIDELSKI,2
DE LA VEGA CZARNECKI,2
DE LAET,2
DE LANGHE,2
DE LAPORTE,2
DE LAS ALAS,2
DE LAUW,2
DE LAVALLE CAMPILLO,2
DE LAY,2
DE LEHENSTEIN-BROŃKA,2
DE LEON WIDOTA,2
DE LEON ZACARIAS,2
DE LEONARDIS,2
DE LEÓN CASTAÑEDA,2
DE LEÓN HERNÁNDEZ,2
DE LEPELEIRE,2
DE LEUSSE,2
DE LIMA OLIVEIRA,2
DE LIMA SILVA,2
DE LOS SANTOS BIEDA,2
DE LUBICZ STRZAŁKOWSKI,2
DE LUCA CARDILLO,2
DE LUQUE PEÑALOZA,2
DE MACEDO,2
DE MADUREIRA PARÁ DINIZ,2
DE MAERE D' AERTRYCKE,2
DE MAERE D'AERTRYCKE,2
DE MAESTRI,2
DE MASI,2
DE MATOS PESTANA,2
DE MEDEIROS E ALBUQUERQUE BARCINSKI,2
DE MEDTS,2
DE MEESTER,2
DE MEIJ VAN STREEFKERK,2
DE MENDOZA,2
DE MEO,2
DE MIGUEL-STĘPKOWSKI,2
DE MITRI,2
DE MOLINER,2
DE MONTIGNY,2
DE MONTIS,2
DE MORŻE CZERNIEC,2
DE MOYA VIZCAINO,2
DE NATRIS,2
DE NIJS,2
DE NONI,2
DE NOWINA-KROWICKI,2
DE NUCCIO,2
DE ODROWĄŻ PIRAMOWICZ,2
DE OLIVEIRA COUTO MUSZYŃSKI,2
DE OLIVEIRA FERNANDES,2
DE OLIVEIRA MARTINS,2
DE OLIVEIRA PUCZ,2
DE OLIVEIRA SOARES,2
DE OLIVEIRA SOUZA,2
DE PACE,2
DE PADUA,2
DE PAIVA LEITE,2
DE PAOLA,2
DE PAOLIS,2
DE PARIS,2
DE PASS GIL,2
DE PAULA WAISBICH,2
DE PIOLA,2
DE POLIGNAC,2
DE PONTE,2
DE PORTO,2
DE POURBAIX-HORYŃ,2
DE PREE,2
DE PRISCO,2
DE PYTNO-FLACZKIEWICZ,2
DE RAMOS,2
DE REY,2
DE ROMANOVSKY,2
DE ROOS,2
DE ROSENWERTH,2
DE ROSSI,2
DE ROY,2
DE SA,2
DE SABATINO,2
DE SAGUN,2
DE SANTANA SILVA,2
DE SAS ŻUBR,2
DE SCHAECK,2
DE SIQUEIRA,2
DE SKOWRONSKI,2
DE SKUBA SKWIRCZYŃSKI,2
DE SMET,2
DE SOUSA MAGANINHO,2
DE SOUSA MARTINS,2
DE SOUSA RIBEIRO,2
DE SOUSA SILVA,2
DE SOUZA ANDRADE,2
DE SOUZA CALAJ,2
DE SOUZA JUNIOR,2
DE SOUZA PIRES,2
DE SOUZA SILVA,2
DE STERNBERG FRODYMA,2
DE SUMMER-BRASON,2
DE SZYMEROWSKI,2
DE TOLEDO,2
DE TUSCH-LEC,2
DE URQUIZA,2
DE VALL,2
DE VEGA CIESLAK,2
DE VESTELE,2
DE VILLAFAÑE,2
DE VILLE-GROCHOWSKI,2
DE VILLENAU FORCZEK,2
DE VILLE-POPIAŁKIEWICZ,2
DE VIRION-KOWALCZYK,2
DE VISSER,2
DE VOECHT,2
DE VREEDE,2
DE VREESE,2
DE VRIENDT,2
DE VRIJ,2
DE WAARD,2
DE WEER,2
DE WERYHA-WYSOCZAŃSKI,2
DE WET,2
DE WILDT,2
DE WILLE,2
DE WINDT,2
DE WITH,2
DE WITTE,2
DE ZOETE,2
DEADINCIUC,2
DEALA,2
DEANS,2
DEARY,2
DEB NATH,2
DEBAENE,2
DEBAISIEUX,2
DEBALCHUK,2
DEBBABI,2
DEBBANE,2
DEBBI,2
DEBBO,2
DEBCHUK,2
DEBECKER,2
DEBELIĆ,2
DEBELYAK,2
DEBES,2
DEBEUCKELAERE,2
DEBIDDA,2
DEBISHEV,2
DEBKALIUK,2
DEBLAUWE,2
DEBLIUK,2
DEBNÁR,2
DEBOA,2
DEBOCH,2
DEBOI,2
DEBOSIO,2
DEBOUDT,2
DEBOWICZ,2
DEBRAND-PASSARD,2
DEBRETSENI,2
DEBRITO,2
DEBRIVNYI,2
DEBROAS,2
DEBUC,2
DEBUICHE,2
DEBULAT,2
DEBUSSCHERE,2
DECANDIA,2
DECASPER,2
DECAYEUX,2
DECELIS MACIAK,2
DECELIS-PALACIOS,2
DECENCU,2
DECENILLA,2
DÉCÉS-DUTERIEZ,2
DECEV,2
DECHAMPS,2
DECHANT,2
DEC-HASAJ,2
DECHASSAT,2
DECHE,2
DECHENKO,2
DECHKOVSKYI,2
DECHNIK VAZQUEZ,2
DECHOSA,2
DECHOWICZ,2
DECHTAR,2
DECKER FEFERBAUM,2
DECKINGER,2
DECOBERT,2
DÉCOMBARD,2
DECONINCK,2
DECORATO,2
DECORTE,2
DECOUX,2
DECOWSKI-NIEMIEC,2
DECRETTE,2
DECRUÉJOULS,2
DECZEW,2
DECZYK,2
DEDABRISHVILI,2
DEDAEV,2
DEDAKHANOV,2
DEDAMIRZAEV,2
DEDECIDIS,2
DEDECIUSZ,2
DEDECJUS KIBLER,2
DEDEJCZYK,2
DEDEJSKI,2
DEDELS,2
DEDEN,2
DEDENCZUK,2
DEDEOGLU,2
DEDERICHS,2
DEDERKAL,2
DEDEȘCO,2
DEDEŞCU,2
DEDESH,2
DEDGJONAJ,2
DEDIEU,2
DEDIOUL,2
DEDIS,2
DEDIUCH,2
DEDIUKIN,2
DEDIURIN,2
DEDOLIK,2
DEDOVETS,2
DEDOVYCH,2
DEDYUKH,2
DEDZO,2
DEEGAN,2
DEELEN,2
DEENADAYALAN,2
DEENEN,2
DEEPENDRA,2
DEERENBERG,2
DEEWSKI,2
DEFALLA,2
DEFAN,2
DEFFORGE,2
DEFIT,2
DEFLORIAN,2
DÉFOSSEZ,2
DEFOUX,2
DEFRANCE,2
DEFRASSU,2
DEGALA,2
DEGANY,2
DEGEJDA,2
DEGELMAN,2
DEGENÈVE,2
DEGERLI,2
DEǦERLİ,2
DEGES,2
DEGHIDY,2
DEGIOIA,2
DEĞİRMANÇI,2
DEGIRMEN,2
DEĞIRMEN,2
DEGLER-JABŁOŃSKI,2
DEGNEN,2
DEGOH,2
DEGORTES,2
DEGOY,2
DEGRANDE,2
DEGTEREV,2
DEGTEROV,2
DEGTEV,2
DEGUCIS,2
DEHACQ,2
DEHAIS,2
DEHAL,2
DEHALIEVYCH,2
DEHAYS,2
DEHELEAN,2
DEHGHANI,2
DEHINGA,2
DEHIRI,2
DEHMANI,2
DEHMECHE,2
DEHMKE,2
DEHNING,2
DEHODII,2
DEHON,2
DEHTERENCO,2
DEHTIAREV,2
DEHTIEROV,2
DEHUE,2
DEHUSAR,2
DEHUT,2
DEIDYSH,2
DEIENKOV,2
DEIKYN,2
DEILIDKA,2
DEIMEK,2
DEIMEL,2
DEINEHO,2
DEINERSHTEIN,2
DEINEZHENKO,2
DEINO,2
DEIPUK,2
DEIRO,2
DEISENBERG,2
DEISORI-PROIETTI,2
DEIVASIGAMANI,2
DEJAEGER,2
DEJAN,2
DEJA-WRYCZA,2
DEJA-ZIELIŃSKI,2
DEJCZER,2
DEJHOŁOS,2
DEJITO,2
DEJLIDO,2
DEJMEK,2
DEJNEŻENKO,2
DEJNIŻENKO,2
DEJONGHE,2
DEJWOR,2
DEKAEV,2
DEKALO,2
DEKALOV,2
DEKAŁO,2
DEKANENKO,2
DEKANOIA,2
DEKANZADE,2
DEKARZEWSKI,2
DEKEMPE,2
DEKERMENDZHY,2
DEKEZA,2
DEKHANOV,2
DEKHKANBAEV,2
DEKHTERINSKII,2
DEKHTYAR,2
DEKHTYARENKO,2
DEKHTYARUK,2
ĐEKIĆ,2
ÐEKIĆ,2
DEKIELIŃSKI,2
DEKIERT-OWCZARZ,2
DEKINDER,2
DEKKERS,2
DEKOMBA,2
DEKSHEIMER,2
DEKSNIS,2
DEKSON,2
DEKTERIOV,2
DEKTIAR,2
DEKUDOWSKI,2
DEKURNIEWICZ,2
DEL BARRIO RODRIGUEZ,2
DEL BENE,2
DEL CARMEN,2
DEL CASTILLO,2
DEL CASTILLO-KOWALEWSKI,2
DEL CORRAL,2
DEL DUCA,2
DEL DUCHETTO,2
DEL NOCE,2
DEL PERCIO,2
DEL PINO KOZIOŁ,2
DEL PISTOIA,2
DEL POZO KRAUSE,2
DEL PRADO,2
DEL RIO AGUILAR,2
DEL RIO POSTIGO,2
DEL SOBRO,2
DEL SOLAR,2
DEL SOLE,2
DEL TORCHIO,2
DEL VACCHIO,2
DEL VECCHIO,2
DEL VISCIO,2
DEL ZOPPO,2
DELA PAZ,2
DELAČ,2
DELAHAYE,2
DELAHOUSSE,2
DELAMARE,2
DELAMONTAGNE,2
DELAMUTA SZWARCMAN,2
DELAPLANCHE,2
DELAPORTE,2
DELATOR,2
DELAWAR,2
DELBANI,2
DELBAR,2
DELBAS,2
DELCHEV,2
DELCOL,2
DELEA,2
DELEBARRE-DEBAY,2
DELEC,2
DELECROIX,2
DELEDDA,2
DELEGATE,2
DELEGGE,2
DELENHIVSKYI,2
DELENS,2
DELEPEEV,2
DELEPINE,2
DELERAIKOV,2
DÉLÉRIS,2
